_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,human_relation,human_relation:confidence,human_relation_type,human_relation_type:confidence,documentid,gold,human_relation_gold,human_relation_gold_reason,human_relation_type_gold,human_relation_type_gold_reason,text
711484704,FALSE,finalized,3,4/29/15 17:04,Personal experience,1,Was effective against,0.6744,1223,FALSE,,,,,"I have mentioned my <font color=""red"">anxiety</font> in other posts at having to finally relent and take <font color=""blue"">opiates</font> for relief, I find myself wracked with guilt taking them."
711484705,FALSE,finalized,3,4/30/15 4:24,Impersonal experience,1,Caused side effect,1,1224,FALSE,,,,,"Alcohol may further lower blood pressureand increase drowsiness and <font color=""red"">dizziness</font> while taking <font color=""blue"">olmesartan</font>."
711484706,FALSE,finalized,3,4/29/15 17:33,Personal experience,1,Caused side effect,1,1225,FALSE,,,,,"51I can't figure out if I am manic from the <font color=""blue"">Synthriod</font> or if I am experiencing hypo or <font color=""red"">hyper symptoms</font>?"
711484707,FALSE,finalized,3,4/29/15 20:50,Personal experience,0.6458,Other,0.6458,1226,FALSE,,,,,"The guy treats <font color=""red"">cancer</font> patients (he was also an <font color=""blue"">Oxy</font> abuser!"
711484708,FALSE,finalized,3,4/29/15 17:14,Personal experience,0.6522,Is prescibed for,1,1227,FALSE,,,,,"I've got upcoming sinus surgery and I'm reading thatthese are done with concentrated topical <font color=""blue"">epinephrine</font> to reduce swelling and <font color=""red"">bleeding</font>."
711484709,FALSE,finalized,3,4/29/15 19:17,Personal experience,1,Caused side effect,0.6493,1228,FALSE,,,,,"I take Neurontin twice a day now, the AM <font color=""blue"">dose with tramadol</font>, which wakes me up and counteracts the <font color=""red"">sleepiness</font> of the neurontin."
711484710,FALSE,finalized,3,4/29/15 19:56,Personal experience,1,Caused side effect,0.6596,1229,FALSE,,,,,"I cut down yesterday from four to three 50 mg tabsof <font color=""blue"">Ultram</font>, but I think the <font color=""red"">constipation</font> is what is making me feel crappy."
711484711,FALSE,finalized,3,4/29/15 18:09,Personal experience,1,Other,0.6667,1230,FALSE,,,,,"I'm currently on <font color=""blue"">Lamivudine 150mg</font> and I will get an <font color=""red"">HBV vaccine</font>."
711484712,FALSE,finalized,3,4/30/15 1:09,Impersonal experience,0.6385,Other,0.704,1231,FALSE,,,,,"say <font color=""blue"">SSD</font> does not approve just <font color=""red"">IBS</font>."
711484713,FALSE,finalized,3,4/30/15 1:06,Personal experience,1,Caused side effect,1,1232,FALSE,,,,,"I have tried <font color=""blue"">Fosomax</font> and Actenol and had to stop both due to <font color=""red"">joint pain</font>."
711484714,FALSE,finalized,3,4/30/15 1:50,Impersonal experience,0.6575,Other,1,1233,FALSE,,,,,"Extreme fatigue, weight loss, shortness of breath, heart palpitations, IBS, constipation, <font color=""red"">dizziness</font>, brain fog, tremors, hormone imbalances (low <font color=""blue"">cortisol</font>, testosterone,etc)."
711484715,FALSE,finalized,3,4/29/15 17:58,Personal experience,0.3673,Caused side effect,1,1234,FALSE,,,,,"I was on <font color=""blue"">Copaxone</font> for 6 months but do not remember reading anything about <font color=""red"">rashes</font>, but I would call just to be sure."
711484716,FALSE,finalized,3,4/29/15 22:56,Personal experience,1,Caused side effect,1,1235,FALSE,,,,,"Today I called an <font color=""red"">addiction</font> center to ask for help for getting off <font color=""blue"">ambien</font> (let me clarify) if there is help to be bought."
711484717,FALSE,finalized,3,4/29/15 22:40,Personal experience,1,Caused side effect,0.6792,1236,FALSE,,,,,"Today I believe the heart problems were  ""caused"" by the very high prolactin level which was immediately reduced with the <font color=""red"">headaches</font> when I started the <font color=""blue"">dostinex</font>."
711484718,FALSE,finalized,3,4/29/15 16:49,Personal experience,1,Caused side effect,0.6596,1237,FALSE,,,,,"On <font color=""blue"">orthotricyclen</font> & trinessa my cramps were mild, a lot of lower back pain, and <font color=""red"">headaches</font>."
711484719,FALSE,finalized,3,4/29/15 18:03,Impersonal experience,1,Caused side effect,1,1238,FALSE,,,,,"Afterward, the Hoffman-LaRoche, the maker of <font color=""blue"">Accutane</font>, notified doctors that the drug `may cause depression, <font color=""red"">psychosis</font>, and, rarely, suicidal ideation, suicide attempts and suicide."
711484720,FALSE,finalized,3,4/29/15 21:28,Personal experience,1,Caused side effect,1,1239,FALSE,,,,,"this is the first time i used an over the counter yeast treatment (cvs brand <font color=""blue"">miconazole</font> 3) and i had a severe <font color=""red"">itching</font> on the 3rd day using it."
711484721,FALSE,finalized,3,4/29/15 19:17,Personal experience,1,Caused side effect,1,1240,FALSE,,,,,"sometimes <font color=""red"">swelling</font>]Right now, I'm definatly hating <font color=""blue"">Yasmin</font>.."
711484722,FALSE,finalized,3,4/30/15 6:08,Personal experience,1,Caused side effect,0.6623,1241,FALSE,,,,,"I too took <font color=""blue"">xanax</font> and it helped calm me down though made me <font color=""red"">sleepy</font>."
711484723,FALSE,finalized,3,4/29/15 17:55,Personal experience,1,Other,0.6875,1242,FALSE,,,,,"For me, Ihave> > reduced my <font color=""blue"">Pred</font> dosage, and am treating <font color=""red"">insulin resistance</font> / highblood> > sugar with GTF chromium, fish oil, cinammon and exercise when Ifeel up> > to it."
711484724,FALSE,finalized,3,4/29/15 22:25,Impersonal experience,0.3529,Caused side effect,0.3529,1243,FALSE,,,,,"Vomiting after a band of pressure like a rubber band was around my stomach, which <font color=""blue"">Reglan</font> helps, (but i have twitching with), constipation and <font color=""red"">diarrhea</font>."
711484725,FALSE,finalized,3,4/29/15 19:44,Impersonal experience,1,Caused side effect,1,1244,FALSE,,,,,"<font color=""red"">Sexual dysfunction</font> and wieght gain are the 2 most common side effects of <font color=""blue"">Prozac</font>."
711484726,FALSE,finalized,3,4/30/15 0:28,Impersonal experience,1,Is prescibed for,0.6538,1245,FALSE,,,,,"Given your <font color=""red"">diarrhea</font> and cramps, you should actually be treated with a cortisone drug (<font color=""blue"">prednisone</font>) to treat your current inflammation in the short term and then you should discuss what you should do long term."
711484727,FALSE,finalized,3,4/30/15 6:54,Personal experience,1,Caused side effect,0.66,1246,FALSE,,,,,"been off <font color=""blue"">pred</font> for about two weeks, hoping the two infusions of remicade would kick in but back to regular symptoms, cramping, several BM's, bloating and <font color=""red"">loss of appetite</font>."
711484728,FALSE,finalized,3,4/30/15 10:00,Impersonal experience,1,Is prescibed for,0.6865,1247,FALSE,,,,,"<font color=""blue"">Benadryl</font> is also considered an anti-emetic (anti-nausea/<font color=""red"">vomit</font>)."
711484729,FALSE,finalized,3,4/29/15 23:31,Impersonal experience,0.6705,Caused side effect,1,1248,FALSE,,,,,"Your question about <font color=""red"">problems with the eyes</font> while taking <font color=""blue"">Cymbalta</font> has just hit me like a lightning bolt!!"
711484730,FALSE,finalized,3,4/29/15 18:38,Personal experience,1,Caused side effect,0.6779,1249,FALSE,,,,,"I wanted> to tell him about the <font color=""red"">fluid retention</font> plus see if he could subscribe> something (other then <font color=""blue"">Pred</font>) for pain."
711484731,FALSE,finalized,3,4/30/15 8:34,Personal experience,1,Caused side effect,1,1250,FALSE,,,,,"I think my gut is really sensitive to any binding agents (fiber, <font color=""blue"">questran</font>, or calcium) and get <font color=""red"">constipated</font>."
711484732,FALSE,finalized,3,4/30/15 8:34,Impersonal experience,0.68,Is prescibed for,0.34,1251,FALSE,,,,,"So if youre taking <font color=""blue"">vitamin D</font> for better calcium absorption, you should take K2 to make sure that calcium is going to the right <font color=""red"">spots</font>."
711484733,FALSE,finalized,3,4/29/15 17:33,Personal experience,1,Caused side effect,1,1252,FALSE,,,,,"My experience with <font color=""blue"">Metamucil</font> is it causes gas and <font color=""red"">bloating</font>."
711484734,FALSE,finalized,3,4/29/15 18:52,Personal experience,0.6875,Caused side effect,0.375,1253,FALSE,,,,,"Taking <font color=""blue"">Pentasa</font> and Humira, but continue to have massive <font color=""red"">diarrhea</font> and gut pain."
711484735,FALSE,finalized,3,4/29/15 18:32,Impersonal experience,0.6875,Caused side effect,0.375,1254,FALSE,,,,,"Skipping the <font color=""blue"">glimepiride</font>, which helps to lower numbers when you exercise more than normal, has good results, as you have noted, precisely because it helps you avoid the <font color=""red"">lows</font> and thus avoid the rebound."
711484736,FALSE,finalized,3,4/30/15 1:18,Personal experience,1,Caused side effect,1,1255,FALSE,,,,,"Last year at this time I was doing wonderful with the Seroquel and <font color=""blue"">Topamax</font> but about 4 months into the Topamax I began to develop <font color=""red"">Kidney stones</font>."
711484737,FALSE,finalized,3,4/29/15 21:06,Personal experience,0.6541,Was effective against,0.6512,1256,FALSE,,,,,"Nikola  Gjuzelov 					replied January 31st, 2007					 				    												    Heart Disease & <font color=""red"">Heart Attack</font> Answer A2229				    										    																		Lipicard (<font color=""blue"">fenofibrate</font>) mainly acts on triglycerides and VLDL."
711484738,FALSE,finalized,3,4/29/15 22:25,Personal experience,0.6471,Caused side effect,0.6471,1257,FALSE,,,,,"Howlyncat, doc prescribed this to me because I tried <font color=""blue"">buspar</font> and it made every symptom that I had worse, plus the <font color=""red"">muscle twitches</font> were awful."
711484739,FALSE,finalized,3,4/29/15 18:10,Personal experience,1,Caused side effect,1,1258,FALSE,,,,,"<font color=""blue"">Amaryl</font> will keep my numbers down or sometimes it can give me <font color=""red"">hypos</font>, so I must be cautious with Amaryl."
711484740,FALSE,finalized,3,4/29/15 20:01,Impersonal experience,1,Caused side effect,1,1259,FALSE,,,,,"It can also cause <font color=""red"">drowsiness</font>, much like your <font color=""blue"">Xanax</font> can do."
711484741,FALSE,finalized,3,4/29/15 19:01,Personal experience,1,Caused side effect,1,1260,FALSE,,,,,"I don't get night sweats, but on the higher <font color=""blue"">doses of pred</font> once I start <font color=""red"">sweating</font> I don't stop."
711484742,FALSE,finalized,3,4/29/15 16:46,Impersonal experience,1,Was effective against,0.3404,1261,FALSE,,,,,"Quite a number of studies indicate Glucophage reduces insulin, <font color=""blue"">testosterone</font> and glucose levels -- which reduces acne, hirsutism, abdominal obesity, <font color=""red"">amenorrhea</font> and other symptoms."
711484743,FALSE,finalized,3,4/30/15 8:34,Impersonal experience,0.6821,Caused side effect,0.6623,1262,FALSE,,,,,"My other daughter has been put on> > > <font color=""blue"">Risperdal</font> one low dose tablet at night to avoid> > > <font color=""red"">weight gain</font>."
711484744,FALSE,finalized,3,4/30/15 8:47,Personal experience,1,Was effective against,0.6623,1263,FALSE,,,,,"I thought it was <font color=""red"">tinnitus</font> but it was isolated to falling asleep and totally stopped after I started <font color=""blue"">xyrem</font>."
711484745,FALSE,finalized,3,4/30/15 8:47,Personal experience,0.3444,Other,0.3444,1264,FALSE,,,,,"> That debate has been laid to rest by a large study showing no increase in   > kidney stones from <font color=""blue"">Vitamin C</font> and a significant reduction in <font color=""red"">kidney stones</font>   > from increased Vitamin B6."
711484746,FALSE,finalized,3,4/29/15 18:00,Impersonal experience,1,Caused side effect,1,1265,FALSE,,,,,"About 60percent of those who got <font color=""blue"">Gardasil</font> or the aluminum placebo had systemic adverse events including headache, fever, nausea, dizziness, <font color=""red"">vomiting</font>,diarrhea, myalgia."
711484747,FALSE,finalized,3,4/30/15 2:18,Personal experience,1,Caused side effect,0.3673,1266,FALSE,,,,,"I am tired now, and a little <font color=""red"">nauseous</font>, but nothing like I was on the <font color=""blue"">plaquenil</font>......and soooooo happy!"
711484748,FALSE,finalized,3,4/29/15 17:33,Personal experience,1,Caused side effect,1,1267,FALSE,,,,,"I switched from zoloft to <font color=""blue"">lamictal</font> about 9 months ago and recently have been feeling <font color=""red"">anxious</font> and having trouble sleeping."
711484749,FALSE,finalized,3,4/29/15 20:53,Personal experience,1,Caused side effect,1,1268,FALSE,,,,,"Now 10 months later I developed <font color=""red"">insomnia</font> from a drug called <font color=""blue"">ciprofloxacin</font> for suspected UTI."
711484750,FALSE,finalized,3,4/30/15 6:28,Personal experience,1,Caused side effect,1,1269,FALSE,,,,,"I've had a lot of success with <font color=""blue"">lyrica</font>, but you have to be very careful about your <font color=""red"">weight gain</font>."
711484751,FALSE,finalized,3,4/29/15 19:49,Personal experience,1,Caused side effect,1,1270,FALSE,,,,,"after starting on <font color=""blue"">antibiotics</font> ( for abcessed tooth ) I woke up on the third day with tightness in my chest, and <font color=""red"">difficulty breathing</font>,after getting off the antibiotics I was still having the symptoms."
711484752,FALSE,finalized,3,4/29/15 16:52,Personal experience,1,Caused side effect,0.6522,1271,FALSE,,,,,"So at this stage, I had IV fluids, <font color=""blue"">Phentanyl</font> (which is what I got instead of morphine - apparently morphine can make you <font color=""red"">nauseous</font>) and Paracetemol every 6 hours through my drip."
711484753,FALSE,finalized,3,4/29/15 17:19,Personal experience,1,Caused side effect,0.6667,1272,FALSE,,,,,"tapered my <font color=""blue"">pred</font> to 30mg today and had bad <font color=""red"">anxiety attack</font>!"
711484754,FALSE,finalized,3,4/30/15 0:28,Question,0.6667,Is prescibed for,0.6667,1273,FALSE,,,,,"With regards to the <font color=""red"">mood swings</font>, are you on <font color=""blue"">prednisone</font>?"
711484755,FALSE,finalized,3,4/29/15 23:01,Personal experience,1,Caused side effect,1,1274,FALSE,,,,,"I am bipolar ,and my type of BP does not respond to <font color=""blue"">antidepressants</font>, I had tremors and <font color=""red"">suicidal thoughts</font> while on Paxil."
711484756,FALSE,finalized,3,4/29/15 17:27,Personal experience,1,Was effective against,0.6636,1275,FALSE,,,,,"Having said that, I have had a lot of success treating symptoms like pain and <font color=""red"">sensations in my arms</font> and legs with <font color=""blue"">Trileptal</font>, so ask your doc about that if you like."
711484757,FALSE,finalized,3,4/29/15 17:29,Impersonal experience,0.359,Other,0.641,1276,FALSE,,,,,"I am having a hard time understanding if valid use of a drug like <font color=""blue"">oxycodone</font>, for pain management, is considered an <font color=""red"">addiction</font> or not?"
711484758,FALSE,finalized,3,4/29/15 20:01,Impersonal experience,0.3673,Caused side effect,1,1277,FALSE,,,,,"<font color=""blue"">Lexapro</font> I guess is one that typically gives <font color=""red"">weight gain</font>."
711484759,FALSE,finalized,3,4/29/15 18:39,Personal experience negated,0.3542,Caused side effect,0.6875,1278,FALSE,,,,,"wants to switch to <font color=""blue"">Desipramine</font> because he says the <font color=""red"">constipation</font> is not as bad."
711484760,FALSE,finalized,3,4/30/15 1:09,Personal experience,1,Caused side effect,0.704,1279,FALSE,,,,,"The nurse called me and said my endo wants me to skip a <font color=""blue"">dose of synthroid</font> once a week because my <font color=""red"">TSH</font> is too low."
711484761,FALSE,finalized,3,4/29/15 21:57,Personal experience,1,Is prescibed for,0.674,1280,FALSE,,,,,"prescribed anxiety and pain killers ativan and <font color=""blue"">neurontin</font> and metronidazole and vancocin for the <font color=""red"">infection</font>."
711484762,FALSE,finalized,3,4/29/15 19:50,Personal experience,1,Caused side effect,1,1281,FALSE,,,,,"Since i have been on the <font color=""blue"">vitamin D</font> (6 weeks) my <font color=""red"">cramps</font> are worse and now i have muscle and joint pain all the time."
711484763,FALSE,finalized,3,4/29/15 17:06,Impersonal experience,0.6875,Was effective against,1,1282,FALSE,,,,,"After taking the regular <font color=""blue"">niacin</font> the <font color=""red"">flushing</font> usually gets less and less over time."
711484764,FALSE,finalized,3,4/29/15 22:39,Personal experience,0.6645,Is prescibed for,0.6645,1283,FALSE,,,,,"It was and still is a multi-faceted treatment - prednisone, <font color=""blue"">methotrexate</font> (injected), immunoglobulin intra-veinous (75g) monthly, physiotherapy (daily exercise), traditional Chinese medecine, acupuncture, chiropractics, <font color=""red"">osteopathy</font>."
711484765,FALSE,finalized,3,4/29/15 19:37,Personal experience,1,Caused side effect,1,1284,FALSE,,,,,"I was on <font color=""blue"">Prozac</font> and had alot of <font color=""red"">hair loss</font> (it depletes protein)."
711484766,FALSE,finalized,3,4/30/15 7:41,Impersonal experience,1,Is prescibed for,1,1285,FALSE,,,,,"If your doctor believes that you have IBS, <font color=""red"">Crohn's Disease</font> or Gastroenteritis, he may prescribe the <font color=""blue"">anti-inflammatory Cortisone</font>."
711484767,FALSE,finalized,3,4/29/15 18:35,Impersonal experience,1,Caused side effect,1,1286,FALSE,,,,,"Side effects of <font color=""blue"">Fosamax</font> have been linked to a risk of <font color=""red"">osteonecrosis</font> of the jaw and lawsuits are being pursued against the drugs manufacturer for failing to adequately warn about the problems."
711484768,FALSE,finalized,3,4/29/15 16:27,Personal experience,1,Is prescibed for,0.6739,1287,FALSE,,,,,"as one who has suffered from depression and <font color=""red"">suicidal ideation</font> from age 4 to 35, i have tried in all futility a cocktail of <font color=""blue"">antidepressants</font>, from prozac to paxil, you name it."
711484769,FALSE,finalized,3,4/29/15 17:04,Personal experience,0.6744,Caused side effect,0.6512,1288,FALSE,,,,,"If he's having <font color=""red"">hypos</font> then if only he understood that by regular testing and learning to adjust his <font color=""blue"">insulin</font> appropriately he could avoid most of them and feel much better!"
711484770,FALSE,finalized,3,4/29/15 17:47,Personal experience,1,Caused side effect,0.6522,1289,FALSE,,,,,"From then I went through the gamut of tests, put on <font color=""blue"">Humira</font>, been to a neurologist, have serious <font color=""red"">neuropathy</font> in both arms and legs as well as serious numb spots."
711484771,FALSE,finalized,3,4/29/15 17:38,Personal experience,0.6667,Caused side effect,0.6667,1290,FALSE,,,,,"Put me on <font color=""blue"">Flagyl</font> and Bactrim (allergic to Cypro)and after 2 days, I broke out in fine rash and <font color=""red"">itching</font>."
711484772,FALSE,finalized,3,4/30/15 10:35,Personal experience,1,Other,0.6156,1291,FALSE,,,,,"hey i dont know which is better between the two but i had tried <font color=""blue"">alesse</font> for my period cramps and i also wanted some help for <font color=""red"">acne</font> ...."
711484773,FALSE,finalized,3,4/30/15 1:06,Personal experience,1,Caused side effect,0.6327,1292,FALSE,,,,,"This will be my first biologic drug, <font color=""blue"">steroids</font> are not working and I've got <font color=""red"">ulcers</font> in my small intestine now."
711484774,FALSE,finalized,3,4/29/15 17:38,Personal experience,0.6739,Caused side effect,0.6522,1293,FALSE,,,,,"As for the Enbrel, I took it for a little over a year, and I actually had more issues with <font color=""red"">infections</font> on Methotrexate than I did on the <font color=""blue"">Enbrel</font>."
711484775,FALSE,finalized,3,4/30/15 8:18,Question,1,Caused side effect,1,1294,FALSE,,,,,"You said you have <font color=""red"">mood swings</font> are you on <font color=""blue"">prednisone</font>?"
711484776,FALSE,finalized,3,4/29/15 17:54,Question,0.6719,Other,1,1295,FALSE,,,,,"Is it all <font color=""blue"">insulin</font> or is it part <font color=""red"">scar</font> tissue or what?"
711484777,FALSE,finalized,3,4/29/15 22:11,Personal experience,1,Is prescibed for,0.64,1296,FALSE,,,,,"(I have the opposite problem even on <font color=""blue"">codeine</font> based meds as I have <font color=""red"">colitis</font>!"
711484778,FALSE,finalized,3,4/30/15 4:00,Personal experience,1,Caused side effect,1,1297,FALSE,,,,,"I am <font color=""red"">allergic</font> to sulfa, so <font color=""blue"">sulfasalazine</font> was never an option for me."
711484779,FALSE,finalized,3,4/30/15 6:41,Impersonal experience,1,Caused side effect,0.66,1298,FALSE,,,,,"If a child has <font color=""red"">headaches</font> or feels illduring the first 21 days, it is usually a good sign meaning that the <font color=""blue"">Valtrex</font> ishitting something."
711484780,FALSE,finalized,3,4/29/15 17:19,Impersonal experience,1,Caused side effect,1,1299,FALSE,,,,,"Use of <font color=""blue"">nsaids</font> is related to <font color=""red"">stomach ulcers</font>."
711484781,FALSE,finalized,3,4/29/15 17:29,Impersonal experience,0.6596,Caused side effect,0.3404,1300,FALSE,,,,,"<font color=""red"">Depression</font> & Obesity Causes Low-T - Blog - <font color=""blue"">Testosterone</font> replacement & general men's health articles"
711484782,FALSE,finalized,3,4/29/15 22:19,Personal experience negated,0.6735,Caused side effect,1,1301,FALSE,,,,,"Originally Posted by Luka Treska													No, <font color=""blue"">Lantus</font> will not cause cancer and will not make you prone to <font color=""red"">cancer</font>."
711484783,FALSE,finalized,3,4/30/15 1:01,Personal experience,1,Other,1,1302,FALSE,,,,,"I take: Seroquel, Topamax (to curb <font color=""red"">increased appetite</font>), Lamictal, <font color=""blue"">Cymbalta</font>, Propranolol, Omega 3-6-9,   Slo-Mag, Librax."
711484784,FALSE,finalized,3,4/29/15 17:19,Impersonal experience,1,Caused side effect,1,1303,FALSE,,,,,"Remicade has a major warning that people that have taken <font color=""blue"">Azathioprine</font> will be inclined to develop lymphoma or other <font color=""red"">cancers</font> if they take Remicade."
711484785,FALSE,finalized,3,4/29/15 22:35,Personal experience,1,Is prescibed for,1,1304,FALSE,,,,,"I've been on every type of <font color=""red"">cough</font> medicine, been on <font color=""blue"">Nexium</font> for only 6 weeks last year, priolsec,, other cough stuff..."
711484786,FALSE,finalized,3,4/29/15 23:58,Personal experience,1,Caused side effect,1,1305,FALSE,,,,,"I've had the <font color=""red"">rapid heart</font> beat on <font color=""blue"">pred</font> as well."
711484787,FALSE,finalized,3,4/30/15 1:48,Personal experience,1,Caused side effect,0.6774,1306,FALSE,,,,,"If I take two <font color=""blue"">melatonin</font> now and still cannot sleep (<font color=""red"">restless</font> sometimes, mind not ready to shut off sometimes), I get up and take 1 Benadryl."
711484788,FALSE,finalized,3,4/29/15 23:12,Personal experience,1,Caused side effect,1,1307,FALSE,,,,,"Extreme fatigue, thanks to the <font color=""blue"">MTX</font> and a bit of <font color=""red"">brain fog</font> (chemo brain)."
711484789,FALSE,finalized,3,4/30/15 11:06,Personal experience negated,0.6827,Caused side effect,1,1308,FALSE,,,,,"I didn't have that problem on <font color=""blue"">Synthroid</font>, now iron causes me to be very <font color=""red"">nauseous</font>."
711484790,FALSE,finalized,3,4/30/15 8:02,Personal experience,1,Was effective against,0.6499,1309,FALSE,,,,,"my <font color=""red"">fatigue</font> evened out after being on <font color=""blue"">mtx</font> for some time."
711484791,FALSE,finalized,3,4/29/15 16:58,Personal experience,1,Caused side effect,0.6596,1310,FALSE,,,,,"No more <font color=""blue"">Neurontin</font> ( makes me nauseaus ) or Adviar ( gives me <font color=""red"">Thrush</font> ) for me!!!"
711484792,FALSE,finalized,3,4/29/15 22:25,Personal experience,1,Caused side effect,1,1311,FALSE,,,,,"Than I drank some peppermint/<font color=""blue"">ginger</font> tea for the gas than I passed small diarrehea and <font color=""red"">gas</font>."
711484793,FALSE,finalized,3,4/29/15 20:35,Personal experience,1,Caused side effect,1,1312,FALSE,,,,,"<font color=""blue"">tums</font> and rolaids do nothing but probally add to me getting a <font color=""red"">kidney stone</font> Please Help"
711484794,FALSE,finalized,3,4/30/15 7:14,Personal experience,1,Caused side effect,1,1313,FALSE,,,,,"The last time I started a course of <font color=""blue"">prednisone</font> I got <font color=""red"">constipated</font> on it badly."
711484795,FALSE,finalized,3,4/29/15 17:29,Personal experience,1,Caused side effect,1,1314,FALSE,,,,,"Tried <font color=""blue"">Lialda</font> -- but just like you a week into it her <font color=""red"">cramping</font> and D was 100 times worse and there was blood too."
711484796,FALSE,finalized,3,4/29/15 22:56,Personal experience,1,Caused side effect,1,1315,FALSE,,,,,"Whenever I eat something with <font color=""blue"">garlic</font> in it, I feel very sick afterwards with <font color=""red"">cramping</font> in my abdomin, nausea and I burp garlic for days after that, and feeling absolutely terrible...."
711484797,FALSE,finalized,3,4/30/15 8:34,Personal experience,1,Caused side effect,0.68,1316,FALSE,,,,,"The first few months of <font color=""blue"">Adderall</font> were <font color=""red"">tic</font> free, then it came back."
711484798,FALSE,finalized,3,4/29/15 16:27,Personal experience,1,Caused side effect,0.3478,1317,FALSE,,,,,"I had cold sweats, <font color=""red"">nausea</font>, and chewed 2 <font color=""blue"">aspirin</font> as soon as it started."
711484799,FALSE,finalized,3,4/30/15 10:00,Personal experience,1,Caused side effect,1,1318,FALSE,,,,,"I swear <font color=""blue"">Alesse</font> was what first caused my <font color=""red"">acne</font> problem."
711484800,FALSE,finalized,3,4/30/15 3:27,Impersonal experience,0.6346,Caused side effect,1,1319,FALSE,,,,,"Side Effects  The most common side effects of <font color=""blue"">Provigil</font> are headache and <font color=""red"">nausea</font>."
711484801,FALSE,finalized,3,4/29/15 16:45,Personal experience,0.7,Caused side effect,0.62,1320,FALSE,,,,,"<font color=""blue"">Bextra</font> will reduce the <font color=""red"">swelling</font> and pressure on the nerve."
711484802,FALSE,finalized,3,4/29/15 16:42,Personal experience,1,Caused side effect,1,1321,FALSE,,,,,"I find that oatmeal for breakfast does exactly what the <font color=""blue"">metamucil</font> is taken for without gass and <font color=""red"">bloating</font>."
711484803,FALSE,finalized,3,4/30/15 0:13,Impersonal experience,0.6704,Caused side effect,0.6704,1322,FALSE,,,,,"My mother has gone from Parkinsons to Parkinsonism after receiving <font color=""blue"">Zyprexa</font> and now <font color=""red"">dementia</font> at 87 years of age."
711484804,FALSE,finalized,3,4/30/15 8:59,Personal experience,0.6295,Is prescibed for,1,1323,FALSE,,,,,"Struggling with <font color=""red"">flatulence</font> soon after meals, using <font color=""blue"">Nexium</font> regularly in the prevention of stomach ulcers as a result of a lot of work stress / load."
711484805,FALSE,finalized,3,4/29/15 21:38,Personal experience,1,Caused side effect,1,1324,FALSE,,,,,"when i started on the <font color=""blue"">diflucan</font> there was a lot of <font color=""red"">vomiting</font> and diarhea."
711484806,FALSE,finalized,3,4/29/15 17:33,Impersonal experience,0.62,Caused side effect,1,1325,FALSE,,,,,"He has been taking the <font color=""blue"">Strattera</font> for 3 1/2 weeks now and had complained about <font color=""red"">headaches</font> and stomach aches."
711484807,FALSE,finalized,3,4/29/15 22:34,Impersonal experience,0.6875,Was effective against,0.6667,1326,FALSE,,,,,"<font color=""blue"">Estradiol</font> and Progesterone and Hypertension: This study showed positive effects for women with <font color=""red"">hypertension</font> and high cholesterol on bio-identical HRT."
711484808,FALSE,finalized,3,4/29/15 16:29,Personal experience,1,Was effective against,1,1327,FALSE,,,,,"> Pred and <font color=""blue"">Imuran</font> seemed to be doing the trick and,> thanks to Vicki, I> had finally gotten the Imuran/<font color=""red"">diarhea</font> problem> straightened out."
711484809,FALSE,finalized,3,4/29/15 17:24,Impersonal experience negated,0.6458,Caused side effect,0.6458,1328,FALSE,,,,,"In contrast, literature since the 1970's has reported an entirely differentpattern, with the onset of <font color=""red"">encephalopathy</font> largely falling within a 3 day periodfollowing <font color=""blue"">vaccines</font>."
711484810,FALSE,finalized,3,4/29/15 21:09,Impersonal experience,0.6739,Caused side effect,0.6522,1329,FALSE,,,,,"<font color=""blue"">Steroids</font> are know to raise blood sugar and excessive thirst is a major symptom of high blood sugar and <font color=""red"">diabetes</font>."
711484811,FALSE,finalized,3,4/29/15 18:31,Personal experience,1,Caused side effect,1,1330,FALSE,,,,,"<font color=""blue"">Oxycodone</font> does make one very <font color=""red"">sleepy</font>, like worse than morphine in relation to respiration than morphine (PURE) for me, so I dismissed it."
711484812,FALSE,finalized,3,4/29/15 19:43,Personal experience,1,Caused side effect,1,1331,FALSE,,,,,"Hi theretry flax oil caps, cromium pic, and I take <font color=""blue"">cinnamon</font> too but it bothers my <font color=""red"">acid reflux</font>."
711484813,FALSE,finalized,3,4/29/15 21:21,Impersonal experience,0.6792,Is prescibed for,0.3396,1332,FALSE,,,,,"<font color=""blue"">Geodon</font> tend to be weight neutral that one works for the intrusive thoughts and Haldol does give you an appetite and hels with <font color=""red"">hallucinations</font>."
711484814,FALSE,finalized,3,4/29/15 22:40,Personal experience negated,0.36,Caused side effect,0.66,1333,FALSE,,,,,"GI suggested taking at night with gravol if necessary lessens <font color=""red"">nausea</font>, does anyone have raised blood pressure and rapid heart beat from <font color=""blue"">Imuran</font>??"
711484815,FALSE,finalized,3,4/30/15 8:18,Impersonal experience,0.66,Caused side effect,1,1334,FALSE,,,,,"For example I am on <font color=""blue"">Clonidine</font> which is one although that's lesser used because it can create <font color=""red"">depression</font>."
711484816,FALSE,finalized,3,4/30/15 5:58,Personal experience,0.6941,Caused side effect,1,1335,FALSE,,,,,"<font color=""blue"">Immuran</font> did not agree with me, i lost more weight, had <font color=""red"">nausea</font> and was so fatigued I could not even make it through a whole day at work sometimes."
