disease name,other names,RX/OTC,drug,generic name,drug class,brand names,pregnancy label,CSA label
gastroesophageal reflux disease,acid reflux|esophageal reflux|gastroesophageal reflux disease|heartburn|pyrosis|reflux,rx,protonix iv,pantoprazole injection,proton-pump-inhibitors,protonix i.v.,b,n
gastrointestinal decontamination,,rx,polyethylene glycol 3350 with electrolytes,polyethylene glycol electrolyte solution,laxatives,colyte with flavor packs|gavilyte-c|golytely|moviprep|nulytely orange|nulytely with flavor packs|peg-3350 with electolytes|plenvu|trilyte with flavor packs|colonic lavage solution|go-evac|nulytely|co-lav|miralax|colyte flavored|nulytely cherry|nulytely lemon lime|gavilyte-n|gavilyte-g|suclear|colyte|colonic lavage solution|go-evac|nulytely|co-lav|miralax (obsolete)|colyte flavored|nulytely cherry|nulytely lemon lime|gavilyte-n|gavilyte-g|suclear,c,n
gastrointestinal decontamination,,rx,peg-3350 with electolytes,polyethylene glycol electrolyte solution,laxatives,colyte with flavor packs|gavilyte-c|golytely|moviprep|nulytely orange|nulytely with flavor packs|peg-3350 with electolytes|plenvu|trilyte with flavor packs,c,n
gastrointestinal decontamination,,rx,nulytely,polyethylene glycol electrolyte solution,laxatives,colyte with flavor packs|gavilyte-c|golytely|moviprep|nulytely orange|nulytely with flavor packs|peg-3350 with electolytes|plenvu|trilyte with flavor packs,c,n
gastrointestinal decontamination,,rx,gavilyte-g,polyethylene glycol-electrolyte solution prep,laxatives,colyte|gavilyte-c|gavilyte-g|gavilyte-n|golytely|trilyte|nulytely|trilyte,c,n
gastrointestinal decontamination,,rx,gavilyte-n,polyethylene glycol-electrolyte solution prep,laxatives,colyte|gavilyte-c|gavilyte-g|gavilyte-n|golytely|trilyte|nulytely|trilyte,c,n
gastrointestinal decontamination,,rx,colyte,polyethylene glycol electrolyte solution,laxatives,colyte with flavor packs|gavilyte-c|golytely|moviprep|nulytely orange|nulytely with flavor packs|peg-3350 with electolytes|plenvu|trilyte with flavor packs,c,n
gastrointestinal decontamination,,rx,moviprep,polyethylene glycol electrolyte solution,laxatives,,c,n
gastrointestinal decontamination,,rx,golytely,polyethylene glycol electrolyte solution,laxatives,colyte with flavor packs|gavilyte-c|golytely|moviprep|nulytely orange|nulytely with flavor packs|peg-3350 with electolytes|plenvu|trilyte with flavor packs,c,n
gastrointestinal decontamination,,rx,trilyte,polyethylene glycol electrolyte solution,laxatives,colyte with flavor packs|gavilyte-c|golytely|moviprep|nulytely orange|nulytely with flavor packs|peg-3350 with electolytes|plenvu|trilyte with flavor packs,c,n
gastrointestinal decontamination,,rx,gavilyte-c,polyethylene glycol electrolyte solution,laxatives,colyte with flavor packs|gavilyte-c|golytely|moviprep|nulytely orange|nulytely with flavor packs|peg-3350 with electolytes|plenvu|trilyte with flavor packs,c,n
gastrointestinal hemorrhage,,rx/otc,ranitidine,ranitidine,h2-antagonists,,b,n
gastrointestinal hemorrhage,,rx/otc,zantac,ranitidine,h2-antagonists,,b,n
gastrointestinal hemorrhage,,rx/otc,omeprazole|sodium bicarbonate,omeprazole/sodium bicarbonate,proton-pump-inhibitors,zegerid|zegerid otc,c,n
gastrointestinal hemorrhage,,rx/otc,deprizine,,h2-antagonists,,b,n
gastrointestinal hemorrhage,,rx,vasopressin,vasopressin,antidiuretic-hormones,vasostrict|pitressin,c,n
gastrointestinal hemorrhage,,rx/otc,zantac 150,,h2-antagonists,,b,n
gastrointestinal hemorrhage,,rx/otc,aluminum hydroxide,aluminum hydroxide,antacids,amphojel|alu-cap|dialume|alu-tab|alternagel|aloh-gel,n,n
gastrointestinal hemorrhage,,rx,zegerid,omeprazole/sodium bicarbonate,proton-pump-inhibitors,,c,n
gastrointestinal hemorrhage,,rx/otc,berkley/jensen acid reducer maximum strength,,h2-antagonists,,b,n
gastrointestinal hemorrhage,,rx/otc,careone acid reducer,,h2-antagonists,,b,n
gastrointestinal hemorrhage,,rx,vasostrict,vasopressin,antidiuretic-hormones,vasostrict,c,n
gastrointestinal hemorrhage,,rx/otc,equaline heartburn relief,,h2-antagonists,,b,n
gastrointestinal hemorrhage,,rx/otc,sunmark acid reducer maximum strength,,h2-antagonists,,b,n
gastrointestinal hemorrhage,,rx/otc,amphojel,aluminum hydroxide,antacids,amphojel,n,n
gastrointestinal perforation,,rx,metronidazole,metronidazole,amebicides,,b,n
gastrointestinal perforation,,rx,ciprofloxacin,ciprofloxacin,quinolones,,c,n
gastrointestinal stromal tumor,,rx,gleevec,imatinib,bcr-abl-tyrosine-kinase-inhibitors,,d,n
gastrointestinal stromal tumor,,rx,imatinib,imatinib,bcr-abl-tyrosine-kinase-inhibitors,gleevec,d,n
gastrointestinal stromal tumor,,rx,sutent,sunitinib,multikinase-inhibitors,,d,n
gastrointestinal stromal tumor,,rx,stivarga,regorafenib,multikinase-inhibitors,,d,n
gastrointestinal stromal tumor,,rx,sunitinib,sunitinib,multikinase-inhibitors,sutent,d,n
gastrointestinal stromal tumor,,rx,regorafenib,regorafenib,multikinase-inhibitors,stivarga,d,n
gastrointestinal stromal tumor,,rx,avapritinib,avapritinib,multikinase-inhibitors,ayvakit,,n
gastrointestinal stromal tumor,,rx,ayvakit,,multikinase-inhibitors,,,n
gastrointestinal stromal tumor,,rx,qinlock,,,,,u
gastrointestinal stromal tumor,,rx,ripretinib,,,,,u
gastrointestinal surgery,,rx,lidocaine viscous,lidocaine viscous,topical-anesthetics,lidocaine viscous|lidorxkit|lta ii kit,b,n
gastrointestinal surgery,,rx,alvimopan,alvimopan,peripheral-opioid-receptor-antagonists,entereg,b,n
gastrointestinal surgery,,rx,entereg,alvimopan,peripheral-opioid-receptor-antagonists,,b,n
gastrointestinal surgery,,rx/otc,lidocaine,lidocaine topical,topical-anesthetics,anecream|bactine|glydo|lidamantle|lidoderm|lidorx|medi-quik spray|radiaguard|regenecare ha spray|solarcaine aloe extra burn relief,b,n
gastrointestinal surgery,,rx,lidozol,,topical-anesthetics,,b,n
gastrointestinal surgery,,rx,glydo,lidocaine topical,topical-anesthetics,anecream|bactine|glydo|lidamantle|lidoderm|lidorx|medi-quik spray|radiaguard|regenecare ha spray|solarcaine aloe extra burn relief,b,n
gastrointestinal surgery,,rx/otc,xylocaine jelly,lidocaine gel,topical-anesthetics,solarcaine aloe extra|xylocaine jelly,b,n
gastrointestinal surgery,,rx,lta ii kit,lidocaine viscous,topical-anesthetics,lidocaine viscous|lidorxkit|lta ii kit,b,n
gastrointestinal tract examination,,rx,iohexol,iohexol,non-ionic-iodinated-contrast-media,omnipaque,b,n
gastrointestinal tract examination,,rx/otc,lidocaine,lidocaine topical,topical-anesthetics,anecream|bactine|glydo|lidamantle|lidoderm|lidorx|medi-quik spray|radiaguard|regenecare ha spray|solarcaine aloe extra burn relief,b,n
gastrointestinal tract examination,,rx/otc,lidopac,,topical-anesthetics,,b,n
gastrointestinal tract examination,,rx/otc,dermacinrx lido v pak,,topical-anesthetics,,b,n
gastrointestinal tract examination,,rx,glydo,lidocaine topical,topical-anesthetics,anecream|bactine|glydo|lidamantle|lidoderm|lidorx|medi-quik spray|radiaguard|regenecare ha spray|solarcaine aloe extra burn relief,b,n
gastrointestinal tract examination,,rx,lidocaine viscous,lidocaine viscous,topical-anesthetics,lidocaine viscous|lidorxkit|lta ii kit,b,n
gastrointestinal tract examination,,rx,lidorx,lidocaine topical,topical-anesthetics,anecream|bactine|glydo|lidamantle|lidoderm|lidorx|medi-quik spray|radiaguard|regenecare ha spray|solarcaine aloe extra burn relief,b,n
gastrointestinal tract examination,,rx,lidamantle,lidocaine topical,topical-anesthetics,anecream|bactine|glydo|lidamantle|lidoderm|lidorx|medi-quik spray|radiaguard|regenecare ha spray|solarcaine aloe extra burn relief,b,n
gastrointestinal tract examination,,rx,lta ii kit,lidocaine viscous,topical-anesthetics,lidocaine viscous|lidorxkit|lta ii kit,b,n
gastrointestinal tract examination,,rx/otc,xylocaine jelly,lidocaine gel,topical-anesthetics,solarcaine aloe extra|xylocaine jelly,b,n
gastrointestinal tract examination,,rx/otc,lidotrans 5 pak,,topical-anesthetics,,b,n
gastrointestinal tract examination,,rx,omnipaque 9,iohexol,non-ionic-iodinated-contrast-media,,b,n
gastrointestinal tract examination,,rx,omnipaque 12,iohexol,non-ionic-iodinated-contrast-media,,b,n
gastroparesis,delayed gastric emptying,rx,reglan,metoclopramide,gi-stimulants,,b,n
gastroparesis,delayed gastric emptying,rx,metoclopramide,metoclopramide,gi-stimulants,,b,n
gaucher disease,,rx,cerdelga,eliglustat,miscellaneous-metabolic-agents,,c,n
gaucher disease,,rx,cerezyme,imiglucerase,lysosomal-enzymes,,c,n
gaucher disease,,rx,vpriv,velaglucerase alfa,lysosomal-enzymes,,b,n
gaucher disease,,rx,zavesca,miglustat,miscellaneous-metabolic-agents,,c,n
gaucher disease,,rx,elelyso,taliglucerase alfa,lysosomal-enzymes,,b,n
gaucher disease,,rx,miglustat,miglustat,miscellaneous-metabolic-agents,zavesca,c,n
gaucher disease,,rx,imiglucerase,imiglucerase,lysosomal-enzymes,cerezyme,c,n
gaucher disease,,rx,velaglucerase alfa,velaglucerase alfa,lysosomal-enzymes,vpriv,b,n
gaucher disease,,rx,eliglustat,eliglustat,miscellaneous-metabolic-agents,cerdelga,c,n
gaucher disease,,rx,taliglucerase alfa,taliglucerase alfa,lysosomal-enzymes,elelyso,b,n
gender dysphoria,gender identity disorder|gid|transsexualism,rx,spironolactone,spironolactone,aldosterone-receptor-antagonists,,c,n
gender dysphoria,gender identity disorder|gid|transsexualism,rx,estradiol,estradiol oral,estrogens,,x,n
gender dysphoria,gender identity disorder|gid|transsexualism,rx,testosterone,testosterone injection,androgens-and-anabolic-steroids,,x,3
gender dysphoria,gender identity disorder|gid|transsexualism,rx/otc,progesterone,progesterone,progestins,,b,n
gender dysphoria,gender identity disorder|gid|transsexualism,rx,medroxyprogesterone,medroxyprogesterone,contraceptives,,x,n
gender dysphoria,gender identity disorder|gid|transsexualism,rx,conjugated estrogens,conjugated estrogens,estrogens,premarin|premarin intravenous|cenestin|enjuvia,x,n
generalized anxiety disorder,anxiety disorder|gad,rx,lexapro,escitalopram,ssri-antidepressants,,c,n
generalized anxiety disorder,anxiety disorder|gad,rx,escitalopram,escitalopram,ssri-antidepressants,,c,n
generalized anxiety disorder,anxiety disorder|gad,rx,cymbalta,duloxetine,ssnri-antidepressants,,c,n
generalized anxiety disorder,anxiety disorder|gad,rx,sertraline,sertraline,ssri-antidepressants,,c,n
generalized anxiety disorder,anxiety disorder|gad,rx,quetiapine,quetiapine,atypical-antipsychotics,seroquel|seroquel xr,c,n
generalized anxiety disorder,anxiety disorder|gad,rx,effexor xr,venlafaxine,ssnri-antidepressants,effexor xr,c,n
generalized anxiety disorder,anxiety disorder|gad,rx,citalopram,citalopram,ssri-antidepressants,,c,n
generalized anxiety disorder,anxiety disorder|gad,rx,pregabalin,pregabalin,gamma-aminobutyric-acid-analogs,lyrica|lyrica cr,c,5
generalized anxiety disorder,anxiety disorder|gad,rx,paxil cr,paroxetine,ssri-antidepressants,brisdelle|paxil|paxil cr|pexeva,d,n
generalized anxiety disorder,anxiety disorder|gad,rx,venlafaxine,venlafaxine,ssnri-antidepressants,,c,n
generalized anxiety disorder,anxiety disorder|gad,rx,paxil,paroxetine,ssri-antidepressants,,d,n
generalized anxiety disorder,anxiety disorder|gad,rx,duloxetine,duloxetine,ssnri-antidepressants,,c,n
generalized anxiety disorder,anxiety disorder|gad,rx,paroxetine,paroxetine,ssri-antidepressants,,d,n
generalized anxiety disorder,anxiety disorder|gad,rx,irenka,duloxetine,ssnri-antidepressants,cymbalta|irenka,c,n
generalized anxiety disorder,anxiety disorder|gad,rx,pexeva,paroxetine,ssri-antidepressants,brisdelle|paxil|paxil cr|pexeva,d,n
gestational diabetes,,otc,humulin n,insulin isophane,insulin,,b,n
gestational diabetes,,otc,humulin r,insulin regular,insulin,humulin r|myxredlin|novolin r,b,n
gestational diabetes,,otc,insulin isophane,insulin isophane,insulin,humulin n|humulin n kwikpen|novolin n|relion/novolin n,b,n
gestational diabetes,,otc,humulin 70|30,insulin isophane/insulin regular,insulin,,b,n
gestational diabetes,,otc,humulin n pen,insulin isophane,insulin,humulin n|humulin n kwikpen|novolin n|relion/novolin n,b,n
gestational diabetes,,rx/otc,insulin regular,insulin regular,insulin,,b,n
gestational diabetes,,otc,humulin 50|50,insulin nph/insulin regular,insulin,humulin 50/50|novolin 70/30,b,n
gestational diabetes,,otc,novolin n,insulin isophane,insulin,humulin n|humulin n kwikpen|novolin n|relion/novolin n,b,n
gestational diabetes,,otc,insulin isophane|insulin regular,insulin isophane/insulin regular,insulin,humulin 70/30|humulin 70/30 kwikpen|novolin 70/30|relion/novolin 70/30|insulin pork mix|humulin 70/30 pen|novolin 70/30 innolet|novolin 70/30 penfill|relion novolin 70/30 innolet|novolin 70/30 flexpen|relion/novlin 70/30 flexpen|humulin 50/50|insulin pork mix|humulin 70/30 pen|novolin 70/30 innolet|novolin 70/30 penfill|relion novolin 70/30 innolet|novolin 70/30 flexpen|relion/novlin 70/30 flexpen,b,n
gestational diabetes,,otc,novolin r,insulin regular,insulin,humulin r|myxredlin|novolin r,b,n
gestational diabetes,,otc,novolin 70|30,insulin isophane/insulin regular,insulin,humulin 70/30|humulin 70/30 kwikpen|novolin 70/30|relion/novolin 70/30,b,n
gestational diabetes,,otc,relion|novolin 70|30,insulin isophane/insulin regular,insulin,humulin 70/30|humulin 70/30 kwikpen|novolin 70/30|relion/novolin 70/30,b,n
gestational diabetes,,otc,humulin 70|30 pen,insulin isophane/insulin regular,insulin,humulin 70/30|humulin 70/30 kwikpen|novolin 70/30|relion/novolin 70/30,b,n
giant cell arteritis,,rx,prednisone,prednisone,glucocorticoids,,c,n
giant cell arteritis,,rx,actemra,tocilizumab,interleukin-inhibitors,,c,n
giant cell arteritis,,rx,tocilizumab,tocilizumab,interleukin-inhibitors,actemra|actemra actpen,c,n
giant cell arteritis,,rx,infliximab,infliximab,antirheumatics,inflectra|remicade|renflexis,b,n
giant cell tumor of bone,gctb,rx,xgeva,denosumab,miscellaneous-bone-resorption-inhibitors,,x,n
giant cell tumor of bone,gctb,rx,denosumab,denosumab,miscellaneous-bone-resorption-inhibitors,prolia,x,n
giardiasis,,rx,metronidazole,metronidazole,amebicides,,b,n
giardiasis,,rx,flagyl,metronidazole,amebicides,,b,n
giardiasis,,rx,nitazoxanide,nitazoxanide,amebicides,alinia,b,n
giardiasis,,rx,tinidazole,tinidazole,amebicides,tindamax|fasigyn,c,n
giardiasis,,rx,albendazole,albendazole,anthelmintics,albenza,c,n
giardiasis,,rx,alinia,nitazoxanide,amebicides,alinia,b,n
giardiasis,,rx,flagyl 375,metronidazole,amebicides,first metronidazole|flagyl|flagyl 375,b,n
giardiasis,,rx,tindamax,tinidazole,amebicides,,c,n
giardiasis,,rx,albenza,albendazole,anthelmintics,albenza,c,n
giardiasis,,rx,flagyl iv,metronidazole,amebicides,,b,n
giardiasis,,rx,paromomycin,paromomycin,amebicides,humatin|paromycin,n,n
giardiasis,,rx,humatin,paromomycin,amebicides,,n,n
gingivitis,gum disease,rx/otc,chlorhexidine,chlorhexidine gluconate,antiseptic-and-germicides,paroex|peridex|periochip|periogard,c,n
gingivitis,gum disease,rx/otc,peridex,chlorhexidine gluconate,antiseptic-and-germicides,paroex|peridex|periochip|periogard,c,n
gingivitis,gum disease,rx/otc,periogard,chlorhexidine gluconate,antiseptic-and-germicides,paroex|peridex|periochip|periogard,c,n
gingivitis,gum disease,rx/otc,hydrocortisone,hydrocortisone rectal,topical-steroids,anucort-hc|anumed-hc|anusol-hc|cortizone-10 anal itch cream|hemorrhoidal hc|hemril-30|hemril-hc uniserts|preparation h hydrocortisone|procto-kit 1%|procto-kit 2.5%|procto-pak 1%|proctocort|proctocream-hc|proctosert hc|proctosol-hc|proctozone hc|proctozone-h|recort plus|rectasol-hc|tucks hc,c,n
gingivitis,gum disease,rx/otc,denti-rinse,,antiseptic-and-germicides,,c,n
gingivitis,gum disease,rx/otc,acclean,,,,c,n
gingivitis,gum disease,rx/otc,periochip,chlorhexidine gluconate,antiseptic-and-germicides,paroex|peridex|periochip|periogard,c,n
gitelman syndrome,,rx,indocin,indomethacin,nonsteroidal-anti-inflammatory-agents,indocin|indocin sr|tivorbex,c,n
gitelman syndrome,,rx,indomethacin,indomethacin,nonsteroidal-anti-inflammatory-agents,indocin|indocin sr|tivorbex,c,n
gitelman syndrome,,rx,indocin sr,indomethacin,nonsteroidal-anti-inflammatory-agents,indocin|indocin sr|tivorbex,c,n
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,botox cosmetic,onabotulinumtoxina,skeletal-muscle-relaxants,botox|botox cosmetic,c,n
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,botox,onabotulinumtoxina,skeletal-muscle-relaxants,,c,n
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,dysport,abobotulinumtoxina,skeletal-muscle-relaxants,,c,n
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,tazarotene,tazarotene topical,topical-acne-agents,arazlo|avage|fabior|tazorac,x,n
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,onabotulinumtoxina,onabotulinumtoxina,skeletal-muscle-relaxants,botox|botox cosmetic,c,n
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,avage,tazarotene topical,,arazlo|avage|fabior|tazorac,x,n
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,xeomin,incobotulinumtoxina,skeletal-muscle-relaxants,,c,n
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,abobotulinumtoxina,abobotulinumtoxina,skeletal-muscle-relaxants,dysport,c,n
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,azficel-t,,,,c,u
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,incobotulinumtoxina,incobotulinumtoxina,skeletal-muscle-relaxants,xeomin,c,n
glabellar lines,canthal lines|lateral canthal lines|nasolabial folds|smile lines|wrinkles,rx,laviv,azficel-t,,,c,u
glanders,,rx,chloromycetin,chloramphenicol,miscellaneous-antibiotics,,c,n
glanders,,rx,chloramphenicol,chloramphenicol,miscellaneous-antibiotics,,c,n
glanders,,rx,chloromycetin sodium succinate,chloramphenicol,miscellaneous-antibiotics,,c,n
glanzmann's disease,glanzmann’s thrombasthenia,rx,coagulation factor viia,coagulation factor viia,miscellaneous-coagulation-modifiers,novoseven rt with mixpro|novoseven|novoseven rt,c,n
glaucoma intraocular hypertension,,rx,combigan,brimonidine/timolol ophthalmic,ophthalmic-glaucoma-agents,,c,n
glaucoma intraocular hypertension,,rx,zioptan,tafluprost ophthalmic,ophthalmic-glaucoma-agents,,c,n
glaucoma intraocular hypertension,,rx,brimonidine|timolol,brimonidine/timolol ophthalmic,ophthalmic-glaucoma-agents,combigan,c,n
glaucoma intraocular hypertension,,rx,tafluprost,tafluprost ophthalmic,ophthalmic-glaucoma-agents,zioptan,c,n
glaucoma intraocular hypertension,,rx,latanoprostene bunod,latanoprostene bunod ophthalmic,ophthalmic-glaucoma-agents,vyzulta,,n
glaucoma intraocular hypertension,,rx,vyzulta,latanoprostene bunod ophthalmic,ophthalmic-glaucoma-agents,vyzulta,,n
glaucoma narrow angle,,rx,pilocarpine,pilocarpine ophthalmic,ophthalmic-glaucoma-agents,isopto carpine|adsorbocarpine|pilocar|pilopine-hs|ocu-carpine|ocusert|piloptic-1/2|pilostat|piloptic-1|akarpine|piloptic-2|piloptic-3|piloptic-4|piloptic-6|pilagan with c cap|pilocar|pilopine-hs|ocu-carpine|ocusert|piloptic-1/2|pilostat|piloptic-1|akarpine|piloptic-2|piloptic-3|piloptic-4|piloptic-6,c,n
glaucoma narrow angle,,rx,pilocar,pilocarpine,ophthalmic-glaucoma-agents,,c,n
glaucoma narrow angle,,rx,isopto carpine,pilocarpine,ophthalmic-glaucoma-agents,isopto carpine,c,n
glaucoma open angle,,rx,latanoprost,latanoprost ophthalmic,ophthalmic-glaucoma-agents,xalatan|xelpros|xalatan multi-pack,c,n
glaucoma open angle,,rx,lumigan,bimatoprost ophthalmic,ophthalmic-glaucoma-agents,,c,n
glaucoma open angle,,rx,xalatan,latanoprost ophthalmic,ophthalmic-glaucoma-agents,,c,n
glaucoma open angle,,rx,timolol,timolol ophthalmic,ophthalmic-glaucoma-agents,betimol|istalol|timoptic ocudose|timoptic ocumeter|timoptic ocumeter plus|timoptic-xe|timoptic|timolol maleate|timolol maleate,c,n
glaucoma open angle,,rx,travatan z,,ophthalmic-glaucoma-agents,,c,n
glaucoma open angle,,rx/otc,brimonidine,brimonidine ophthalmic,ophthalmic-glaucoma-agents,alphagan p|lumify|alphagan,b,n
glaucoma open angle,,rx,alphagan p,brimonidine ophthalmic,ophthalmic-glaucoma-agents,,b,n
glaucoma open angle,,rx,dorzolamide|timolol,dorzolamide/timolol ophthalmic,ophthalmic-glaucoma-agents,cosopt|cosopt pf,c,n
glaucoma open angle,,rx,cosopt,dorzolamide/timolol ophthalmic,ophthalmic-glaucoma-agents,,c,n
glaucoma open angle,,rx,dorzolamide,dorzolamide ophthalmic,ophthalmic-glaucoma-agents,trusopt,c,n
glaucoma open angle,,rx,azopt,brinzolamide ophthalmic,ophthalmic-glaucoma-agents,azopt,c,n
glaucoma open angle,,rx,timoptic,timolol ophthalmic,ophthalmic-glaucoma-agents,betimol|istalol|timoptic ocudose|timoptic ocumeter|timoptic ocumeter plus|timoptic-xe,c,n
glaucoma open angle,,rx,bimatoprost,bimatoprost ophthalmic,ophthalmic-glaucoma-agents,lumigan,c,n
glaucoma open angle,,rx,simbrinza,brimonidine/brinzolamide ophthalmic,ophthalmic-glaucoma-agents,,c,n
glaucoma open angle,,rx,travoprost,travoprost ophthalmic,ophthalmic-glaucoma-agents,travatan|travatan z,c,n
glaucoma open angle,,rx,zioptan,tafluprost ophthalmic,ophthalmic-glaucoma-agents,,c,n
glaucoma open angle,,rx,istalol,timolol ophthalmic,ophthalmic-glaucoma-agents,,c,n
glaucoma open angle,,rx,trusopt,dorzolamide ophthalmic,ophthalmic-glaucoma-agents,trusopt,c,n
glaucoma open angle,,rx,betimol,timolol ophthalmic,ophthalmic-glaucoma-agents,betimol|istalol|timoptic ocudose|timoptic ocumeter|timoptic ocumeter plus|timoptic-xe,c,n
glaucoma open angle,,rx,tafluprost,tafluprost ophthalmic,ophthalmic-glaucoma-agents,zioptan,c,n
glaucoma open angle,,rx,timoptic-xe,timolol ophthalmic,ophthalmic-glaucoma-agents,betimol|istalol|timoptic ocudose|timoptic ocumeter|timoptic ocumeter plus|timoptic-xe,c,n
glaucoma open angle,,rx,betoptic,,ophthalmic-glaucoma-agents,,c,n
glaucoma open angle,,rx,brimonidine|brinzolamide,brimonidine/brinzolamide ophthalmic,ophthalmic-glaucoma-agents,simbrinza,c,n
glaucoma open angle,,rx,brinzolamide,brinzolamide ophthalmic,ophthalmic-glaucoma-agents,azopt,c,n
glaucoma open angle,,rx,betagan,levobunolol ophthalmic,ophthalmic-glaucoma-agents,betagan,c,n
glaucoma,,rx,combigan,brimonidine/timolol ophthalmic,ophthalmic-glaucoma-agents,,c,n
glaucoma,,rx,acetazolamide,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
glaucoma,,rx,brimonidine|timolol,brimonidine/timolol ophthalmic,ophthalmic-glaucoma-agents,combigan,c,n
glaucoma,,rx,diamox,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
glaucoma,,rx,pilocarpine,pilocarpine ophthalmic,ophthalmic-glaucoma-agents,isopto carpine|adsorbocarpine|pilocar|pilopine-hs|ocu-carpine|ocusert|piloptic-1/2|pilostat|piloptic-1|akarpine|piloptic-2|piloptic-3|piloptic-4|piloptic-6|pilagan with c cap|pilocar|pilopine-hs|ocu-carpine|ocusert|piloptic-1/2|pilostat|piloptic-1|akarpine|piloptic-2|piloptic-3|piloptic-4|piloptic-6,c,n
glaucoma,,rx,methazolamide,methazolamide,carbonic-anhydrase-inhibitors,neptazane|glauctabs|mzm,c,n
glaucoma,,rx,corgard,nadolol,non-cardioselective-beta-blockers,corgard,c,n
glaucoma,,rx,nadolol,nadolol,non-cardioselective-beta-blockers,corgard,c,n
glaucoma,,rx,diamox sequels,acetazolamide,carbonic-anhydrase-inhibitor-anticonvulsants,diamox|diamox sequels,c,n
glaucoma,,rx,isopto carpine,pilocarpine,ophthalmic-glaucoma-agents,isopto carpine,c,n
glaucoma,,rx,pilocar,pilocarpine,ophthalmic-glaucoma-agents,,c,n
glaucoma,,rx,apraclonidine,apraclonidine ophthalmic,ophthalmic-glaucoma-agents,iopidine,c,n
glaucoma,,rx,carbachol,carbachol ophthalmic,ophthalmic-glaucoma-agents,isopto carbachol|miostat|carboptic|carbastat,c,n
glaucoma,,rx,miostat,carbachol ophthalmic,ophthalmic-glaucoma-agents,isopto carbachol|miostat,c,n
glaucoma,,rx,mitomycin,mitomycin ophthalmic,miscellaneous-ophthalmic-agents,mitosol,x,n
glaucoma,,rx,mitosol,mitomycin ophthalmic,miscellaneous-ophthalmic-agents,,x,n
glaucoma,,rx,phospholine iodide,echothiophate iodide ophthalmic,ophthalmic-glaucoma-agents,phospholine iodide,c,n
glaucoma,,rx,echothiophate iodide,echothiophate iodide ophthalmic,ophthalmic-glaucoma-agents,phospholine iodide,c,n
glaucoma,,rx,isopto carbachol,carbachol ophthalmic,ophthalmic-glaucoma-agents,isopto carbachol|miostat,c,n
glioblastoma multiforme,gbm,rx,temodar,temozolomide,alkylating-agents,,d,n
glioblastoma multiforme,gbm,rx,avastin,bevacizumab,vegf-vegfr-inhibitors,,c,n
glioblastoma multiforme,gbm,rx,temozolomide,temozolomide,alkylating-agents,temodar,d,n
glioblastoma multiforme,gbm,rx,matulane,procarbazine,miscellaneous-antineoplastics,matulane,d,n
glioblastoma multiforme,gbm,rx,bevacizumab,bevacizumab,vegf-vegfr-inhibitors,avastin|mvasi|zirabev,c,n
glioblastoma multiforme,gbm,rx,bicnu,carmustine,alkylating-agents,bicnu|gliadel,d,n
glioblastoma multiforme,gbm,rx,gliadel,carmustine,alkylating-agents,bicnu|gliadel,d,n
glioblastoma multiforme,gbm,rx,hydroxyurea,hydroxyurea,antimetabolites,droxia|hydrea|mylocel|siklos,d,n
glioblastoma multiforme,gbm,rx,carmustine,carmustine,alkylating-agents,bicnu|gliadel,d,n
glioblastoma multiforme,gbm,rx,procarbazine,procarbazine,miscellaneous-antineoplastics,matulane,d,n
glioblastoma multiforme,gbm,rx,mvasi,bevacizumab,vegf-vegfr-inhibitors,avastin|mvasi|zirabev,c,n
glioblastoma multiforme,gbm,rx,zirabev,bevacizumab,vegf-vegfr-inhibitors,avastin|mvasi|zirabev,c,n
glomerulonephritis,acute glomerulonephritis|chronic glomerulonephritis|crescentic glomerulonephritis|diffuse proliferative glomerulonephritis|membranoproliferative glomerulonephritis|membranous glomerulonephritis|membranous nephropathy|rapidly progressive glomerulonephritis,rx,azathioprine,azathioprine,antirheumatics,azasan|imuran,d,n
glomerulonephritis,acute glomerulonephritis|chronic glomerulonephritis|crescentic glomerulonephritis|diffuse proliferative glomerulonephritis|membranoproliferative glomerulonephritis|membranous glomerulonephritis|membranous nephropathy|rapidly progressive glomerulonephritis,rx,penicillin g benzathine,penicillin g benzathine,natural-penicillins,bicillin l-a,b,n
