,disease name,other names,RX/OTC,drug,generic name,drug class,brand names,pregnancy label,CSA label,cui_from_generic,cui_from_brand,cui_combined_gen_brand,rxnorms_from_CUI
8526,meningitis listeriosis,,rx,de-sone la,dexamethasone,glucocorticoids,de-sone la|dexacen-4|dexasone|dexasone la|solurex|solurex la,c,n,C0011777,,C0011777,bendroflumethiazide
8527,meningitis listeriosis,,rx,dxevo,,glucocorticoids,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
8528,meningitis listeriosis,,rx,hidex,,glucocorticoids,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
8529,meningitis meningococcal,,rx,dexamethasone,dexamethasone,glucocorticoids,,c,n,C0011777,C1272460|C1705112,C0011777|C1272460|C1705112,bendroflumethiazide
8530,meningitis meningococcal,,rx,minocin,minocycline,tetracyclines,dynacin|minocin|minocin pac|solodyn|ximino,d,n,C0026187,,C0026187,brovanexine
8531,meningitis meningococcal,,rx,minocycline,minocycline,tetracyclines,,d,n,C0026187,C1272460|C1705112,C0026187|C1272460|C1705112,brovanexine
8532,meningitis meningococcal,,rx,dexamethasone intensol,dexamethasone,glucocorticoids,baycadron|dexamethasone intensol|dexpak 10 day taperpak|dexpak 13 daytaperpak|dexpak 6 daytaperpak,c,n,C0011777,,C0011777,bendroflumethiazide
8533,meningitis meningococcal,,rx,penicillin g sodium,penicillin g sodium,natural-penicillins,,b,n,C0037540,C1272460|C1705112,C0037540|C1272460|C1705112,
8534,meningitis meningococcal,,rx,meningococcal group b vaccine,meningococcal group b vaccine,bacterial-vaccines,bexsero|trumenba,b,n,,,,
8535,meningitis meningococcal,,rx,dynacin,minocycline,tetracyclines,dynacin|minocin|minocin pac|solodyn|ximino,d,n,C0026187,,C0026187,brovanexine
8536,meningitis meningococcal,,rx,dexpak taperpak,dexamethasone,glucocorticoids,baycadron|dexamethasone intensol|dexpak 10 day taperpak|dexpak 13 daytaperpak|dexpak 6 daytaperpak,c,n,C0011777,,C0011777,bendroflumethiazide
8537,meningitis meningococcal,,rx,pfizerpen,penicillin g potassium,natural-penicillins,pfizerpen,b,n,C0700462,C0031283,C0700462|C0031283,
8538,meningitis meningococcal,,rx,de-sone la,dexamethasone,glucocorticoids,de-sone la|dexacen-4|dexasone|dexasone la|solurex|solurex la,c,n,C0011777,,C0011777,bendroflumethiazide
8539,meningitis meningococcal,,rx,dxevo,,glucocorticoids,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
8540,meningitis meningococcal,,rx,hidex,,glucocorticoids,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
8541,meningitis meningococcal,,rx,trumenba,meningococcal group b vaccine,bacterial-vaccines,bexsero|trumenba,b,n,,,,
8542,meningitis meningococcal,,rx,ximino,minocycline,tetracyclines,dynacin|minocin|minocin pac|solodyn|ximino,d,n,C0026187,,C0026187,brovanexine
8543,meningitis meningococcal,,rx,bexsero,meningococcal group b vaccine,bacterial-vaccines,bexsero|trumenba,b,n,,,,
8544,meningitis meningococcal,,rx,penicillin g potassium,penicillin g potassium,natural-penicillins,pfizerpen,b,n,C0700462,C0031283,C0700462|C0031283,
8545,meningitis pneumococcal,,rx,dexamethasone,dexamethasone,glucocorticoids,,c,n,C0011777,C1272460|C1705112,C0011777|C1272460|C1705112,bendroflumethiazide
8546,meningitis pneumococcal,,rx,dexamethasone intensol,dexamethasone,glucocorticoids,baycadron|dexamethasone intensol|dexpak 10 day taperpak|dexpak 13 daytaperpak|dexpak 6 daytaperpak,c,n,C0011777,,C0011777,bendroflumethiazide
8547,meningitis pneumococcal,,rx,pfizerpen,penicillin g potassium,natural-penicillins,pfizerpen,b,n,C0700462,C0031283,C0700462|C0031283,
8548,meningitis pneumococcal,,rx,dexpak taperpak,dexamethasone,glucocorticoids,baycadron|dexamethasone intensol|dexpak 10 day taperpak|dexpak 13 daytaperpak|dexpak 6 daytaperpak,c,n,C0011777,,C0011777,bendroflumethiazide
8549,meningitis pneumococcal,,rx,de-sone la,dexamethasone,glucocorticoids,de-sone la|dexacen-4|dexasone|dexasone la|solurex|solurex la,c,n,C0011777,,C0011777,bendroflumethiazide
8550,meningitis pneumococcal,,rx,dxevo,,glucocorticoids,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
8551,meningitis pneumococcal,,rx,hidex,,glucocorticoids,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
8552,meningitis pneumococcal,,rx,penicillin g potassium,penicillin g potassium,natural-penicillins,pfizerpen,b,n,C0700462,C0031283,C0700462|C0031283,
8553,meningitis pneumococcal,,rx,penicillin g sodium,penicillin g sodium,natural-penicillins,,b,n,C0037540,C1272460|C1705112,C0037540|C1272460|C1705112,
8554,meningitis streptococcus group b,,rx,penicillin g potassium,penicillin g potassium,natural-penicillins,pfizerpen,b,n,C0700462,C0031283,C0700462|C0031283,
8555,meningitis streptococcus group b,,rx,pfizerpen,penicillin g potassium,natural-penicillins,pfizerpen,b,n,C0700462,C0031283,C0700462|C0031283,
8556,meningitis streptococcus group b,,rx,penicillin g sodium,penicillin g sodium,natural-penicillins,,b,n,C0037540,C1272460|C1705112,C0037540|C1272460|C1705112,
8557,meningitis,,rx,ceftriaxone,ceftriaxone,third-generation-cephalosporins,rocephin|rocephin im convenience kit|rocephin add-vantage,b,n,C0007561,,C0007561,calcium acetate
8558,meningitis,,rx,meropenem,meropenem,carbapenems,merrem|merrem novaplus,b,n,C0066005,,C0066005,flumethasone
8559,meningitis,,rx,vancomycin,vancomycin,glycopeptide-antibiotics,,c,n,C0042313|C0489941,C1272460|C1705112,C0042313|C0489941|C1272460|C1705112,
8560,meningitis,,rx,bactrim,sulfamethoxazole/trimethoprim,sulfonamides,,d,n,C0041044|C3159986,C1272460|C1705112,C0041044|C3159986|C1272460|C1705112,
8561,meningitis,,rx,sulfamethoxazole|trimethoprim,sulfamethoxazole/trimethoprim,sulfonamides,bactrim|bactrim ds|bactrim i.v.|septra i.v.|smz-tmp ds|sulfatrim pediatric|sulfatrim|bethaprim|cotrim|uroplus|uroplus ds|cotrim ds|bactrim pediatric|bethaprim pediatric|sulfatrim suspension|cotrim pediatric|septra ds|septra|sulfatrim|bethaprim|cotrim|uroplus|uroplus ds|cotrim ds|bactrim pediatric|bethaprim pediatric|sulfatrim suspension|cotrim pediatric|septra ds,d,n,C0041044|C3159986,,C0041044|C3159986,
8562,meningitis,,rx,flagyl,metronidazole,amebicides,,b,n,C0025872,C1272460|C1705112,C0025872|C1272460|C1705112,potassium hydroxide
8563,meningitis,,rx,metronidazole,metronidazole,amebicides,,b,n,C0025872,C1272460|C1705112,C0025872|C1272460|C1705112,potassium hydroxide
8564,meningitis,,rx,cefotaxime,cefotaxime,third-generation-cephalosporins,claforan|claforan add-vantage,b,n,C0007554,,C0007554,dipyrone
8565,meningitis,,rx,bactrim ds,sulfamethoxazole/trimethoprim tablets,sulfonamides,bactrim|bactrim ds,d,n,,,,
8566,meningitis,,rx,ceftin,cefuroxime,second-generation-cephalosporins,,b,n,C0007562,C1272460|C1705112,C0007562|C1272460|C1705112,chloramphenicol
8567,meningitis,,rx,rifampin,rifampin,rifamycin-derivatives,rifadin|rifadin iv|rimactane,c,n,C0035608,,C0035608,povidone-iodine
8568,meningitis,,rx,vancocin,vancomycin capsules,glycopeptide-antibiotics,vancocin,c,n,,C0699052,C0699052,
8569,meningitis,,rx,amikacin,amikacin,aminoglycosides,amikin|amikin pediatric,d,n,C0002499|C0002500,,C0002499|C0002500,
8570,meningitis,,rx,chloramphenicol,chloramphenicol,miscellaneous-antibiotics,,c,n,C0008168|C0202354,C1272460|C1705112,C0008168|C0202354|C1272460|C1705112,
8571,meningitis,,rx,claforan,cefotaxime,third-generation-cephalosporins,claforan,b,n,C0007554,C0701052,C0007554|C0701052,dipyrone
8572,meningitis,,rx,gentamicin,gentamicin,aminoglycosides,garamycin|cidomycin|septopal,d,n,C0202391|C0546866,,C0202391|C0546866,clioquinol/fluocinonide topical gel
8573,meningitis,,rx,ampicillin,ampicillin,aminopenicillins,,b,n,C0002680,C1272460|C1705112,C0002680|C1272460|C1705112,soybean oil
8574,meningitis,,rx,triamcinolone,triamcinolone,glucocorticoids,,c,n,C0040864,C1272460|C1705112,C0040864|C1272460|C1705112,ferrous fumarate
8575,meningitis,,rx,ceftazidime,ceftazidime injection,third-generation-cephalosporins,fortaz|tazicef|tazidime|tazicef novaplus|tazicef add-vantage|fortaz add-vantage|fortaz twistvial|ceptaz|tazidime|tazicef novaplus|tazicef add-vantage|fortaz add-vantage|fortaz twistvial,b,n,,,,
8576,meningitis,,rx,cefuroxime,cefuroxime,second-generation-cephalosporins,ceftin|kefurox|zinacef|zinacef add-vantage|zinacef twistvial,b,n,C0007562,,C0007562,chloramphenicol
8577,meningitis,,rx,co-trimoxazole,,sulfonamides,,d,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
8578,meningitis,,rx,garamycin,gentamicin,aminoglycosides,garamycin,d,n,C0202391|C0546866,C0699088,C0202391|C0546866|C0699088,clioquinol/fluocinonide topical gel
8579,meningitis,,rx,septra ds,sulfamethoxazole/trimethoprim,sulfonamides,,d,n,C0041044|C3159986,C1272460|C1705112,C0041044|C3159986|C1272460|C1705112,
8580,meningitis,,rx,flagyl 375,metronidazole,amebicides,first metronidazole|flagyl|flagyl 375,b,n,C0025872,,C0025872,potassium hydroxide
8581,meningitis,,rx,flagyl iv,metronidazole,amebicides,,b,n,C0025872,C1272460|C1705112,C0025872|C1272460|C1705112,potassium hydroxide
8582,meningococcal meningitis prophylaxis,,rx,ceftriaxone,ceftriaxone,third-generation-cephalosporins,rocephin|rocephin im convenience kit|rocephin add-vantage,b,n,C0007561,,C0007561,calcium acetate
8583,meningococcal meningitis prophylaxis,,rx,ciprofloxacin,ciprofloxacin,quinolones,,c,n,C0008809,C1272460|C1705112,C0008809|C1272460|C1705112,fosfomycin
8584,meningococcal meningitis prophylaxis,,rx,cipro,ciprofloxacin,quinolones,,c,n,C0008809,C1272460|C1705112,C0008809|C1272460|C1705112,fosfomycin
8585,meningococcal meningitis prophylaxis,,rx,menactra,meningococcal conjugate vaccine,bacterial-vaccines,,c,n,C1660580,C1272460|C1705112,C1660580|C1272460|C1705112,
8586,meningococcal meningitis prophylaxis,,rx,menveo,meningococcal conjugate vaccine,bacterial-vaccines,,c,n,C1660580,C1272460|C1705112,C1660580|C1272460|C1705112,
8587,meningococcal meningitis prophylaxis,,rx,trumenba,meningococcal group b vaccine,bacterial-vaccines,bexsero|trumenba,b,n,,,,
8588,meningococcal meningitis prophylaxis,,rx,rifadin,rifampin capsules,rifamycin-derivatives,rifadin,c,n,,C0699924,C0699924,
8589,meningococcal meningitis prophylaxis,,rx,rifampin,rifampin,rifamycin-derivatives,rifadin|rifadin iv|rimactane,c,n,C0035608,,C0035608,povidone-iodine
8590,meningococcal meningitis prophylaxis,,rx,cipro i.v.,ciprofloxacin,quinolones,cipro i.v.,c,n,C0008809,C0305644,C0008809|C0305644,fosfomycin
8591,meningococcal meningitis prophylaxis,,rx,cipro xr,,quinolones,,c,n,C1272460|C1705112,C1272460|C1705112,C1272460|C1705112|C1272460|C1705112,
8592,meningococcal meningitis prophylaxis,,rx,meningococcal conjugate vaccine,meningococcal conjugate vaccine,bacterial-vaccines,menactra|menveo,c,n,C1660580,,C1660580,
8593,meningococcal meningitis prophylaxis,,rx,rimactane,rifampin,rifamycin-derivatives,,c,n,C0035608,C1272460|C1705112,C0035608|C1272460|C1705112,povidone-iodine
8594,meningococcal meningitis prophylaxis,,rx,meningococcal group b vaccine,meningococcal group b vaccine,bacterial-vaccines,bexsero|trumenba,b,n,,,,
8595,meningococcal meningitis prophylaxis,,rx,rifadin iv,rifampin injection,rifamycin-derivatives,rifadin iv,c,n,,C0723084,C0723084,
8596,meningococcal meningitis prophylaxis,,rx,bexsero,meningococcal group b vaccine,bacterial-vaccines,bexsero|trumenba,b,n,,,,
8597,menopausal disorders,change of life|climacteric|menopause,rx,esterified estrogens|methyltestosterone,esterified estrogens/methyltestosterone,sex-hormone-combinations,covaryx|covaryx hs|eemt|eemt hs|estratest h.s.|menogen hs|menogen|syntest hs|syntest ds|essian|essian h.s.|eemt ds|estratest|estratest h.s.|menogen hs|menogen|syntest hs|syntest ds|essian|essian h.s.|eemt ds,x,3,,,,
8598,menopausal disorders,change of life|climacteric|menopause,rx,covaryx,esterified estrogens/methyltestosterone,sex-hormone-combinations,covaryx|covaryx hs|eemt|eemt hs,x,3,,,,
8599,menopausal disorders,change of life|climacteric|menopause,rx,eemt hs,esterified estrogens/methyltestosterone,sex-hormone-combinations,covaryx|covaryx hs|eemt|eemt hs,x,3,,,,
8600,menopausal disorders,change of life|climacteric|menopause,rx,eemt,esterified estrogens/methyltestosterone,sex-hormone-combinations,covaryx|covaryx hs|eemt|eemt hs,x,3,,,,
8601,menopausal disorders,change of life|climacteric|menopause,rx,bijuva,estradiol/progesterone,sex-hormone-combinations,,,n,C2243105,C1272460|C1705112,C2243105|C1272460|C1705112,escitalopram
8602,menopausal disorders,change of life|climacteric|menopause,rx,covaryx hs,esterified estrogens/methyltestosterone,sex-hormone-combinations,covaryx|covaryx hs|eemt|eemt hs,x,3,,,,
8603,menopausal disorders,change of life|climacteric|menopause,rx,estradiol|progesterone,estradiol/progesterone,sex-hormone-combinations,bijuva,,n,C2243105,,C2243105,escitalopram
8604,menorrhagia,heavy menstrual bleeding,rx,tranexamic acid,tranexamic acid,miscellaneous-coagulation-modifiers,cyklokapron,b,n,C0040613,C0591311,C0040613|C0591311,dextromethorphan/guaifenesin
8605,menorrhagia,heavy menstrual bleeding,rx,lysteda,tranexamic acid,miscellaneous-coagulation-modifiers,,b,n,C0040613,C1272460|C1705112,C0040613|C1272460|C1705112,dextromethorphan/guaifenesin
8606,menorrhagia,heavy menstrual bleeding,rx,natazia,dienogest/estradiol,contraceptives,,x,n,C2936902,C1272460|C1705112,C2936902|C1272460|C1705112,dimethicone/pramoxine topical product
8607,menorrhagia,heavy menstrual bleeding,rx,dienogest|estradiol,dienogest/estradiol,contraceptives,natazia,x,n,C2936902,C2918039,C2936902|C2918039,dimethicone/pramoxine topical product
8608,menstrual disorders,,rx,tranexamic acid,tranexamic acid,miscellaneous-coagulation-modifiers,cyklokapron,b,n,C0040613,C0591311,C0040613|C0591311,dextromethorphan/guaifenesin
8609,menstrual disorders,,rx,lysteda,tranexamic acid,miscellaneous-coagulation-modifiers,,b,n,C0040613,C1272460|C1705112,C0040613|C1272460|C1705112,dextromethorphan/guaifenesin
8610,menstrual disorders,,rx,drospirenone|ethinyl estradiol,drospirenone/ethinyl estradiol,contraceptives,gianvi|jasmiel|loryna|nikki|ocella|syeda|vestura|yasmin|yaz|zarah|lo-zumandimine|zumandimine,x,n,C2604206,,C2604206,acetaminophen/caffeine/codeine
8611,menstrual disorders,,rx,ethinyl estradiol|norethindrone,ethinyl estradiol/norethindrone,contraceptives,femhrt 0.5 mg/2.5 mcg|fyavolv|jevantique lo|jinteli,x,n,C1260235,,C1260235,glucose
8612,mercury poisoning,,rx,dimercaprol,dimercaprol,antidotes,bal in oil,c,n,C0012383,C0718784,C0012383|C0718784,potassium
8613,mercury poisoning,,rx,bal in oil,dimercaprol,antidotes,bal in oil,c,n,C0012383,C0718784,C0012383|C0718784,potassium
8614,merkel cell carcinoma,cutaneous apudoma|primary neuroendocrine carcinoma of the skin|trabecular carcinoma of the skin,rx,bavencio,avelumab,anti-pd-1-monoclonal-antibodies,,,n,,C1272460|C1705112,C1272460|C1705112,
8615,merkel cell carcinoma,cutaneous apudoma|primary neuroendocrine carcinoma of the skin|trabecular carcinoma of the skin,rx,avelumab,avelumab,anti-pd-1-monoclonal-antibodies,bavencio,,n,,,,
8616,merkel cell carcinoma,cutaneous apudoma|primary neuroendocrine carcinoma of the skin|trabecular carcinoma of the skin,rx,keytruda,pembrolizumab,anti-pd-1-monoclonal-antibodies,,d,n,,C1272460|C1705112,C1272460|C1705112,
8617,merkel cell carcinoma,cutaneous apudoma|primary neuroendocrine carcinoma of the skin|trabecular carcinoma of the skin,rx,pembrolizumab,pembrolizumab,anti-pd-1-monoclonal-antibodies,keytruda,d,n,,,,
8618,metabolic acidosis,,rx/otc,sodium bicarbonate,sodium bicarbonate,antacids,neut,c,n,C0074722,C0027944|C0722071,C0074722|C0027944|C0722071,bromhexine
8619,metabolic acidosis,,rx/otc,neut,sodium bicarbonate,antacids,,c,n,C0074722,C1272460|C1705112,C0074722|C1272460|C1705112,bromhexine
8620,metabolic acidosis,,rx,citric acid|potassium citrate|sodium citrate,citric acid|potassium citrate|and sodium citrate,minerals-and-electrolytes,cytra-3|polycitra|polycitra-lc|tricitrates,c,n,,,,
8621,metabolic acidosis,,rx,tricitrates,citric acid|potassium citrate|and sodium citrate,minerals-and-electrolytes,cytra-3|polycitra|polycitra-lc|tricitrates,c,n,,,,
8622,metabolic acidosis,,rx,cytra-3,citric acid|potassium citrate|and sodium citrate,minerals-and-electrolytes,cytra-3|polycitra|polycitra-lc|tricitrates,c,n,,,,
8623,metabolic acidosis,,rx,virtrate-3,citric acid|sodium citrate|and potassium citrate,minerals-and-electrolytes,virtrate-3,c,n,,,,
8624,metagonimus yokogawai intestinal fluke,,rx,biltricide,praziquantel,anthelmintics,biltricide,b,n,C0032911,C0702014,C0032911|C0702014,gabapentin
8625,metagonimus yokogawai intestinal fluke,,rx,praziquantel,praziquantel,anthelmintics,biltricide,b,n,C0032911,C0702014,C0032911|C0702014,gabapentin
8626,methanol poisoning,,rx,fomepizole,fomepizole,antidotes,antizol,c,n,C0048504,C0604279,C0048504|C0604279,pirenzepine
8627,methanol poisoning,,rx,antizol,fomepizole,antidotes,antizol,c,n,C0048504,C0604279,C0048504|C0604279,pirenzepine
8628,methemoglobinemia,acquired methemoglobinemia,rx,methylene blue,methylene blue,antidotes,provayblue|urolene blue,x,n,C0025746,,C0025746,chlorpheniramine
8629,methemoglobinemia,acquired methemoglobinemia,rx,provayblue,methylene blue,antidotes,provayblue,x,n,C0025746,,C0025746,chlorpheniramine
8630,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,vancomycin,vancomycin,glycopeptide-antibiotics,,c,n,C0042313|C0489941,C1272460|C1705112,C0042313|C0489941|C1272460|C1705112,
8631,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,zyvox,linezolid,oxazolidinone-antibiotics,,c,n,C0663241,C1272460|C1705112,C0663241|C1272460|C1705112,bismuth
8632,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,linezolid,linezolid,oxazolidinone-antibiotics,zyvox,c,n,C0663241,C0876226,C0663241|C0876226,bismuth
8633,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,daptomycin,daptomycin,miscellaneous-antibiotics,cubicin|cubicin rf,b,n,C0057144,,C0057144,belladonna alkaloids
8634,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,vancocin,vancomycin capsules,glycopeptide-antibiotics,vancocin,c,n,,C0699052,C0699052,
8635,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,floxin,ofloxacin,quinolones,,c,n,C0028902,C1272460|C1705112,C0028902|C1272460|C1705112,factor viii/von willebrand factor injection
8636,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,cubicin,daptomycin,miscellaneous-antibiotics,,b,n,C0057144,C1272460|C1705112,C0057144|C1272460|C1705112,belladonna alkaloids
8637,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,ofloxacin,ofloxacin,quinolones,floxin|floxin i.v.,c,n,C0028902,,C0028902,factor viii/von willebrand factor injection
8638,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,vancocin hcl,vancomycin,glycopeptide-antibiotics,,c,n,C0042313|C0489941,C1272460|C1705112,C0042313|C0489941|C1272460|C1705112,
8639,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,vancocin hcl pulvules,vancomycin,glycopeptide-antibiotics,first-vancomycin 25|first-vancomycin 50|vancocin hcl pulvules,c,n,C0042313|C0489941,,C0042313|C0489941,
8640,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,dalfopristin|quinupristin,dalfopristin/quinupristin,streptogramins,synercid,b,n,C0526513,C0526512,C0526513|C0526512,brompheniramine extended release suspension
8641,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,synercid,dalfopristin/quinupristin,streptogramins,synercid,b,n,C0526513,C0526512,C0526513|C0526512,brompheniramine extended release suspension
8642,methicillin resistant staphylococcus aureus mrsa infection,ca-mrsa|community-acquired mrsa|ha-mrsa|hospital-acquired mrsa|mrsa|mrsa infection,rx,cubicin rf,daptomycin,,cubicin|cubicin rf,b,n,C0057144,,C0057144,belladonna alkaloids
8643,methotrexate overdosage,,rx,levoleucovorin,levoleucovorin,antidotes,,c,n,C2721771,C1272460|C1705112,C2721771|C1272460|C1705112,atomoxetine
8644,methotrexate overdosage,,rx,leucovorin,leucovorin,antidotes,,c,n,C0023413,C1272460|C1705112,C0023413|C1272460|C1705112,sodium fluoride
8645,methotrexate overdosage,,rx,fusilev,levoleucovorin,antidotes,fusilev|khapzory,c,n,C2721771,,C2721771,atomoxetine
8646,methotrexate overdosage,,rx,voraxaze,glucarpidase,antidotes,,c,n,C0007072,C1272460|C1705112,C0007072|C1272460|C1705112,acetic acid
8647,methotrexate overdosage,,rx,glucarpidase,glucarpidase,antidotes,voraxaze,c,n,C0007072,C1707272,C0007072|C1707272,acetic acid
8648,methotrexate overdosage,,rx,wellcovorin,leucovorin calcium,antidotes,,c,n,C0731033,C1272460|C1705112,C0731033|C1272460|C1705112,
8649,methotrexate overdosage,,rx,khapzory,levoleucovorin,antidotes,fusilev|khapzory,c,n,C2721771,,C2721771,atomoxetine
8650,methotrexate rescue,,rx,leucovorin,leucovorin,antidotes,,c,n,C0023413,C1272460|C1705112,C0023413|C1272460|C1705112,sodium fluoride
8651,methotrexate rescue,,rx,levoleucovorin,levoleucovorin,antidotes,,c,n,C2721771,C1272460|C1705112,C2721771|C1272460|C1705112,atomoxetine
8652,methotrexate rescue,,rx,fusilev,levoleucovorin,antidotes,fusilev|khapzory,c,n,C2721771,,C2721771,atomoxetine
8653,methotrexate rescue,,rx,wellcovorin,leucovorin calcium,antidotes,,c,n,C0731033,C1272460|C1705112,C0731033|C1272460|C1705112,
8654,methotrexate rescue,,rx,khapzory,levoleucovorin,antidotes,fusilev|khapzory,c,n,C2721771,,C2721771,atomoxetine
8655,microscopic polyangiitis,mpa,rx,rituxan,rituximab,antirheumatics,,c,n,C0393022,C1272460|C1705112,C0393022|C1272460|C1705112,bromocriptine
8656,microscopic polyangiitis,mpa,rx,rituximab,rituximab,antirheumatics,rituxan|ruxience|truxima,c,n,C0393022,,C0393022,bromocriptine
8657,microscopic polyangiitis,mpa,rx,ruxience,rituximab,cd20-monoclonal-antibodies,rituxan|ruxience|truxima,c,n,C0393022,,C0393022,bromocriptine
8658,microsporidiosis,,rx,itraconazole,itraconazole,azole-antifungals,onmel|sporanox|sporanox pulsepak|tolsura,c,n,C0064113,,C0064113,aripiprazole
8659,microsporidiosis,,rx,albendazole,albendazole,anthelmintics,albenza,c,n,C0001911,C0591462,C0001911|C0591462,salicylamide/vitamin b 12
8660,microsporidiosis,,rx,sporanox,itraconazole,azole-antifungals,,c,n,C0064113,C1272460|C1705112,C0064113|C1272460|C1705112,aripiprazole
8661,microsporidiosis,,rx,albenza,albendazole,anthelmintics,albenza,c,n,C0001911,C0591462,C0001911|C0591462,salicylamide/vitamin b 12
8662,microsporidiosis,,rx,onmel,itraconazole,azole-antifungals,onmel|sporanox|sporanox pulsepak|tolsura,c,n,C0064113,,C0064113,aripiprazole
8663,migraine prophylaxis,,rx,topamax,topiramate,carbonic-anhydrase-inhibitor-anticonvulsants,,d,n,C0519827,C1272460|C1705112,C0519827|C1272460|C1705112,ceftibuten
8664,migraine prophylaxis,,rx,topiramate,topiramate,carbonic-anhydrase-inhibitor-anticonvulsants,qudexy xr sprinkle|topamax|topamax sprinkle|trokendi xr|topiragen,d,n,C0519827,,C0519827,ceftibuten
8665,migraine prophylaxis,,rx,propranolol,propranolol,group-ii-antiarrhythmics,,c,n,C0033497,C1272460|C1705112,C0033497|C1272460|C1705112,"synthetic conjugated estrogens, a"
8666,migraine prophylaxis,,rx,amitriptyline,amitriptyline,tricyclic-antidepressants,,c,n,C0002600|C0202316,C1272460|C1705112,C0002600|C0202316|C1272460|C1705112,
8667,migraine prophylaxis,,rx,benicar,olmesartan,angiotensin-ii-inhibitors,,d,n,C1098320,C1272460|C1705112,C1098320|C1272460|C1705112,heparin injectable product
8668,migraine prophylaxis,,rx,nortriptyline,nortriptyline,tricyclic-antidepressants,,n,n,C0028420|C0373487,C1272460|C1705112,C0028420|C0373487|C1272460|C1705112,
8669,migraine prophylaxis,,rx,verapamil,verapamil,calcium-channel-blocking-agents,,c,n,C0042523,C1272460|C1705112,C0042523|C1272460|C1705112,potassium
8670,migraine prophylaxis,,rx,norvasc,amlodipine,calcium-channel-blocking-agents,,c,n,C0051696,C1272460|C1705112,C0051696|C1272460|C1705112,framycetin
8671,migraine prophylaxis,,rx,amlodipine,amlodipine,calcium-channel-blocking-agents,,c,n,C0051696,C1272460|C1705112,C0051696|C1272460|C1705112,framycetin
8672,migraine prophylaxis,,rx,botox,onabotulinumtoxina,skeletal-muscle-relaxants,,c,n,C2719767,C1272460|C1705112,C2719767|C1272460|C1705112,
8673,migraine prophylaxis,,rx,depakote,divalproex sodium,fatty-acid-derivative-anticonvulsants,,d,n,C0886883,C1272460|C1705112,C0886883|C1272460|C1705112,
8674,migraine prophylaxis,,rx,zonegran,zonisamide,carbonic-anhydrase-inhibitor-anticonvulsants,,c,n,C0078844,C1272460|C1705112,C0078844|C1272460|C1705112,chlophedianol hydrochloride 60 mg/ml
8675,migraine prophylaxis,,rx,baclofen,baclofen,skeletal-muscle-relaxants,,c,n,C0004609,C1272460|C1705112,C0004609|C1272460|C1705112,phenylpropanolamine
8676,migraine prophylaxis,,rx,lisinopril,lisinopril,angiotensin-converting-enzyme-inhibitors,,d,n,C0065374,C1272460|C1705112,C0065374|C1272460|C1705112,spiramycin
8677,migraine prophylaxis,,rx,atenolol,atenolol,cardioselective-beta-blockers,,d,n,C0004147,C1272460|C1705112,C0004147|C1272460|C1705112,aluminum hydroxide/magnesium hydroxide/magnesium trisilicate chewable product
